year,country,gov_right1,gov_cent1,gov_left1,gov_party,elect,vturn,womenpar,realgdpgr,inflation,debt_hist,deficit,ttl_labf,labfopar,unemp,pop,pop15_64,pop65,elderly
1975,Greece,100,0,0,1,,79.5,2,6.37,13.63,19.2,-2.62,3273,,2.3,9046.54,5779.42,1106.73,12.23
1976,Greece,100,0,0,1,,79.5,2,6.85,13.02,18.69,-1.48,3298,,1.9,9188.15,5869.34,1142.98,12.44
1977,Greece,99.58,0,0,1,20/11/1977,81.1,3.3,2.94,12.37,18.85,-2.25,3318,55.92,1.7,9308.48,5936.8,1178.36,12.66
1978,Greece,95.45,0,0,1,,81.1,3.3,7.25,12.57,24.45,-2.59,3337,55.51,1.8,9429.96,6010.64,1213.9,12.87
1979,Greece,95.45,0,0,1,,81.1,3.3,3.28,19.09,22.77,-2.15,3375,55.44,1.9,9548.26,6088.82,1245.86,13.05
1980,Greece,93,0,0,1,,81.1,3.3,0.68,24.68,22.77,-2.34,3451,55.89,2.7,9642.51,6175.63,1267.09,13.14
1981,Greece,73.58,0,19.73,2,18/10/1981,81.5,4.3,-1.55,24.51,26.97,-7.76,3680,58.71,4,9729.35,6266.76,1284,13.2
1982,Greece,0,0,100,5,,81.5,4.3,-1.13,20.99,29.63,-6.54,3717,58.66,5.8,9789.51,6336.13,1297.21,13.25
1983,Greece,0,0,100,5,,81.5,4.3,-1.08,20.18,33.96,-6.75,3842,59.95,7.1,9846.63,6408.84,1306.55,13.27
1984,Greece,0,0,100,5,,81.5,4.3,2.01,18.46,40.5,-7.56,3868,59.76,7.2,9895.8,6472.61,1316.08,13.3
1985,Greece,0,0,100,5,2/6/1985,83.8,4.3,2.51,19.31,47.13,-10.37,3892,59.59,7,9934.3,6505.55,1314.14,13.23
1986,Greece,0,0,100,5,,83.8,4.3,0.52,23.02,47.66,-8.59,3888,59.09,6.6,9967.21,6536.99,1312.71,13.17
1987,Greece,0,0,100,5,,83.8,4.3,-2.26,16.4,52.99,-8.56,3884,58.69,6.7,10000.59,6592.03,1327.9,13.28
1988,Greece,0,0,100,5,,83.8,4.3,4.29,13.53,62.66,-10.34,3961,59.49,6.8,10036.98,6649.42,1346.55,13.42
1989,Greece,28.65,0,55.95,3,5/11/1989,84.3,6.7,3.8,13.66,65.69,-12.14,3967,59.16,6.7,10089.5,6720.4,1369.86,13.58
1990,Greece,75.97,0,3.93,2,8/4/1990,84.5,5.3,0,20.43,79.58,-14.04,4000,59.16,6.4,10156.9,6795.51,1395.47,13.74
1991,Greece,100,0,0,1,,84.5,5.3,3.1,19.46,82.19,-9.86,3934,57.19,7.1,10256.29,6878.76,1432.48,13.97
1992,Greece,100,0,0,1,,84.5,5.3,0.7,15.88,87.81,-10.93,4034,57.91,7.9,10369.87,6965.79,1479.33,14.27
1993,Greece,81.37,0,18.63,2,10/10/1993,78.2,6,-1.6,14.41,110.12,-11.94,4112.44,58.4,8.6,10465.53,7041.53,1523.47,14.56
1994,Greece,0,0,100,5,,78.2,6,2,10.87,107.93,-8.26,4188.89,58.89,8.9,10553.04,7112.56,1565.85,14.84
1995,Greece,0,0,100,5,,78.2,6,2.1,8.93,98.01,-9.75,4244.49,59.13,9.2,10634.38,7178.72,1608.11,15.12
1996,Greece,0,0,100,5,22/09/1996,78.7,6.3,2.91,8.19,99.25,-8.18,4313.99,59.57,9.6,10709.17,7241.33,1650.25,15.41
1997,Greece,0,0,100,5,,78.7,6.3,4.62,5.54,95.66,-6.07,4292.74,58.81,9.8,10776.5,7299.38,1692.63,15.71
1998,Greece,0,0,100,5,,78.7,6.3,3.84,4.77,93.08,-6.28,4512.8,61.39,11.1,10834.88,7350.69,1734.44,16.01
1999,Greece,0,0,100,5,,78.7,6.3,2.91,2.64,96.33,-5.79,4583.7,61.99,12,10882.58,7394.06,1775.27,16.31
2000,Greece,0,0,100,5,9/4/2000,78.3,8.7,4.08,3.15,111.55,-4.05,4617.2,62.15,11.2,10917.48,7428.97,1815.78,16.63
2001,Greece,0,0,100,5,,78.3,8.7,4.2,3.37,114.09,-5.46,4581.6,61.5,10.7,10950,7382,1888,17.24
2002,Greece,0,0,100,5,,78.3,8.7,4,3.63,113.12,-6.02,4652.2,62.35,10.3,10983,7387,1929,17.56
2003,Greece,0,0,100,5,,78.3,8.7,5.81,3.53,108.76,-7.83,4728.4,63.31,9.7,11016,7391,1969,17.87
2004,Greece,77.6,0,22.4,2,7/3/2004,89.1,14,4.7,2.9,110.12,-8.82,4823.2,64.53,10.6,11057,7407,2006,18.14
2005,Greece,100,0,0,1,,89.1,13,0.85,3.55,111.93,-6.18,4849,64.88,10,11093,7422,2037,18.36
2006,Greece,100,0,0,1,,89.1,13,5.57,3.2,116.92,-5.94,4880,65.19,9,11131,7440,2062,18.52
2007,Greece,100,0,0,1,16/09/2007,86.5,14.7,3.16,2.9,114.82,-6.71,4917.86,65.47,8.4,11163,7461,2077,18.61
2008,Greece,100,0,0,1,,86.5,14.7,-0.22,4.15,118.96,-10.18,4939.69,65.57,7.8,11186,7470,2089,18.68
2009,Greece,79.73,0,20.27,2,4/10/2009,82.9,17.3,-4.3,1.21,135.19,-15.14,4974.48,,9.6,11185,7449,2103,18.8
2010,Greece,0,0,100,5,,82.9,17.3,-5.49,4.71,129.14,-11.18,5021.03,,12.7,11153,7392,2130,19.1
2011,Greece,2.1,0,95.8,4,,82.9,18.7,-9.18,3.33,109.76,-10.24,,,17.9,11124,7326,2169,19.5
2012,Greece,44.47,0,39.5,3,17/06/2012,62.5,21,-7.33,1.5,165.92,-8.81,,,24.5,11090,7256,2208,19.91
2013,Greece,76.27,0,23.73,2,,62.5,21,-3.11,-0.92,182.65,-13.05,,,27.5,,,,
2014,Greece,80,0,20,2,,62.5,21,0.72,-1.31,182.91,-3.66,,,26.5,,,,
1990,Hungary,53.19,5.85,23.41,2,8/4/1990,65.1,7.3,,28.37,73.74,,,,,10374,6890,1385,13.35
1991,Hungary,57.89,5.26,21.05,2,,65.1,7.3,,34.82,78.77,-2.4,,,,10373,6925,1405,13.54
1992,Hungary,57.89,5.26,21.05,2,,65.1,7.3,-3.06,23.66,80.65,-5.74,4527,65.11,,10369,6953,1421,13.7
1993,Hungary,58.03,5.67,20.98,2,,65.1,7.3,-0.58,22.46,91.5,-5.31,4346,62.34,,10358,6972,1435,13.85
1994,Hungary,43.37,10.02,46.61,3,28/05/1994,68.9,11.4,2.95,18.87,91.3,-8.92,4203,60.19,,10343,6983,1450,14.02
1995,Hungary,20.23,0,79.77,4,,68.9,11.4,1.49,28.31,88,-8.59,4095,58.62,9.7,10329,6986,1468,14.21
1996,Hungary,20,0,80,4,,68.9,11.4,-0.08,23.47,76.31,-4.37,4048,57.95,9.9,10311,6985,1484,14.39
1997,Hungary,20,0,80,4,,68.9,11.4,3.55,18.31,66.64,-5.51,3995,57.21,9.1,10290,6983,1499,14.57
1998,Hungary,48.42,0,51.58,3,24/05/1998,56.3,8.3,4.18,14.15,64.69,-7.43,4011,57.51,8.7,10267,6975,1514,14.75
1999,Hungary,77.78,0,22.22,2,,56.3,8.3,3.18,10,66.71,-5.12,4096,58.81,6.9,10238,6965,1526,14.91
2000,Hungary,77.78,0,22.22,2,,56.3,8.3,4.23,9.8,61.2,-3.02,4120,59.18,6.3,10211,6962,1538,15.06
2001,Hungary,77.78,0,22.22,2,,56.3,8.3,4,9.12,59.19,-4.03,4102,58.91,5.6,10188,6963,1548,15.19
2002,Hungary,47.11,0,52.89,3,21/04/2002,70.5,9.8,4.48,5.27,59.83,-8.79,4110,59.09,5.6,10159,6956,1556,15.32
2003,Hungary,24.68,0,75.32,4,,70.5,9.8,3.79,4.66,60.78,-7.1,4166,59.98,5.8,10130,6946,1563,15.43
2004,Hungary,23.19,0,76.81,4,,70.5,9.8,4.72,6.74,64.54,-6.35,4153,59.82,6.1,10107,6942,1572,15.55
2005,Hungary,22.22,0,77.78,4,,70.5,9.1,4.51,3.56,67.38,-7.8,4205,60.63,7.2,10087,6936,1584,15.7
2006,Hungary,22.7,0,77.3,4,23/04/2006,64.8,10.4,3.9,3.93,70.79,-9.27,4246.6,61.27,7.5,10071,6931,1598,15.87
2007,Hungary,21.53,0,78.47,4,,67.8,11.1,0.45,7.96,71.62,-5.03,4214.1,60.88,7.4,10056,6922,1615,16.06
2008,Hungary,6.96,0,93.04,4,,67.8,11.1,0.63,6.04,75.5,-3.63,4174.6,60.46,7.8,10038,6905,1632,16.26
2009,Hungary,0,0,100,5,,67.8,11.1,-6.45,4.21,84.41,-4.56,4165.6,60.49,10,10023,6886,1652,16.48
2010,Hungary,41.62,0,40.55,3,25/04/2010,64.4,9.1,0.71,4.86,86.21,-4.5,4201.8,61.2,11.2,10000,6866,1667,16.67
2011,Hungary,69.84,0,0,1,,64.4,8.8,1.76,3.93,95.1,-5.44,4225,61.71,11,9972,6846,1676,16.81
2012,Hungary,74.69,0,0,1,,64.4,8.8,-1.72,5.65,97.93,-2.3,4300.4,63.28,11,9920,6796,1689,17.03
2013,Hungary,80.3,0,0,1,,64.4,8.8,2.01,1.73,96.1,-2.58,4333.8,64.22,10.2,9893,6748,1717,17.36
2014,Hungary,69.15,0,0,1,6/4/2014,61.8,10.1,3.62,-0.23,99.03,-2.28,4444.1,66.45,7.7,9863,6688,1748,17.72
1960,Iceland,66.67,0,33.33,2,,90.4,3.3,,1.99,,,68.2,,0,175.9,100.5,14.2,8.07
1961,Iceland,66.67,0,33.33,2,,90.4,3.3,-0.08,4.71,,,69.4,,0.3,178.9,101.8,14.7,8.22
1962,Iceland,66.67,0,33.33,2,,90.4,3.3,8.31,11.02,,,70.6,,0.2,182.1,103.3,15.1,8.29
1963,Iceland,65.41,0,34.59,3,9/6/1963,91.1,1.7,10.28,12.93,,,74.02,,0,185.5,105.4,15.5,8.36
1964,Iceland,57.14,0,42.86,3,,91.1,1.7,9.92,19.25,,,79.78,67.53,0.2,188.8,107.5,15.8,8.37
1965,Iceland,57.14,0,42.86,3,,91.1,1.7,7.29,7.32,,,83.43,69.1,0.2,192.3,109.7,16.2,8.42
1966,Iceland,57.14,0,42.86,3,,91.1,1.7,8.74,10.69,,,85.56,69.38,0.2,195.6,112,16.6,8.49
1967,Iceland,57.14,0,42.86,3,11/6/1967,91.4,1.7,-1.27,3.32,,,85.61,67.89,0.7,198.8,114.3,16.9,8.5
1968,Iceland,57.14,0,42.86,3,,91.4,1.7,-5.48,14.87,,,87.68,67.81,2.2,201.5,116.5,17.3,8.59
1969,Iceland,57.14,0,42.86,3,,91.4,1.7,2.37,22.05,,,90.4,68.22,4.3,203.4,118.3,17.7,8.7
1970,Iceland,57.14,0,42.86,3,,91.4,1.7,7.46,13.34,,1,91.68,69.01,2.3,204.5,119.7,18.1,8.85
1971,Iceland,25.68,39.33,34.99,3,13/06/1971,90.4,5,13.06,6.79,,0.09,95.08,70.75,1,206.2,121.7,18.3,8.87
1972,Iceland,0,71.43,28.57,2,,90.4,5,6.18,9.75,,0.63,97.31,70.9,0.8,209.2,124.4,18.7,8.94
1973,Iceland,0,71.43,28.57,2,,90.4,5,6.81,20.9,,0.3,99.96,71.34,0.8,212.3,127,19.1,9
1974,Iceland,17.12,64.09,18.79,2,30/06/1974,91.4,5,5.71,42.75,,-2.4,103.32,72.24,0.7,215.2,129.7,19.5,9.06
1975,Iceland,50,50,0,1,,91.4,5,0.65,49.3,,-2.48,105.3,72,0.9,218,132.5,20,9.17
1976,Iceland,50,50,0,1,,91.4,5,5.96,32.35,,1.06,109.08,73.35,0.9,220.2,134.7,20.5,9.31
1977,Iceland,50,50,0,1,,91.4,5,8.82,30.32,,-0.24,108.88,72.4,0.5,221.8,136.6,21,9.47
1978,Iceland,33.15,44.38,22.47,2,25/06/1978,90.3,5,6.02,43.75,,0.07,112.42,73.57,0.7,223.5,138.5,21.6,9.66
1979,Iceland,0,26.21,73.79,4,2/12/1979,89.3,5,4.86,44.44,,0.93,113.56,73.08,0.7,225.7,140.8,22,9.75
1980,Iceland,35.85,26.89,37.27,3,,89.3,5,5.75,58.53,26.84,1.61,117.09,74.32,0.5,228.1,142.9,22.5,9.86
1981,Iceland,40,30,30,2,,89.3,5,4.27,51.79,24.21,1.55,122.76,76.67,0.6,230.8,145.3,22.8,9.88
1982,Iceland,40,30,30,2,,89.3,5,2.15,50.24,31.32,2.07,127.31,77.55,1.2,234,147.9,23.2,9.91
1983,Iceland,52.05,36.03,11.92,2,23/04/1983,88.6,15,-2.15,83.95,33.13,-1.79,128.67,77.3,1.8,237,150.2,23.6,9.96
1984,Iceland,60,40,0,1,,88.6,15,4.13,30.85,34.93,2.52,131.08,77.65,2.2,239.5,152.1,24.1,10.06
1985,Iceland,60,40,0,1,,88.6,15,3.29,31.99,34.45,-1.38,135.03,79.31,1.6,241.4,153.7,24.5,10.15
1986,Iceland,60,40,0,1,,88.6,15,6.27,22.13,32.06,-3.82,138.58,80.79,1.1,243.2,155.1,25.1,10.32
1987,Iceland,48.54,38.24,13.23,2,25/04/1987,90.1,20.6,8.55,18.3,29.37,-0.36,146.14,84,0.8,246,157.5,25.7,10.45
1988,Iceland,27.02,35.59,37.39,3,,90.1,20.6,-0.09,25.73,31.42,-1.38,142.26,80.15,1.1,249.9,160.7,26.2,10.48
1989,Iceland,4.73,31.76,63.51,3,,90.1,20.6,0.26,20.76,36.36,-3.9,142.63,78.62,2.8,252.7,162.8,26.6,10.53
1990,Iceland,18.18,27.27,54.55,3,,90.1,20.6,1.17,15.51,36.22,-2.65,141.86,78.18,3.1,254.8,164.1,27.1,10.64
1991,Iceland,39.63,8.89,51.48,3,20/04/1991,87.6,23.8,-0.22,6.81,38.39,-2.34,140.98,84.49,2.6,258,166.3,27.7,10.74
1992,Iceland,50,0,50,3,,87.6,23.8,-3.37,3.95,46.24,-2.16,143.58,85.07,4.3,261.1,168.1,28.2,10.8
1993,Iceland,50,0,50,3,,87.6,23.8,1.31,4.04,53.14,-3.72,144.78,85.12,5.3,263.8,169.4,28.8,10.92
1994,Iceland,52.91,0,47.09,3,,87.6,23.8,3.61,1.55,55.66,-3.97,145.89,85.08,5.3,266,170.9,29.4,11.05
1995,Iceland,51.7,34.66,13.64,2,8/4/1995,87.4,25.4,0.12,1.65,58.94,-3.03,149.5,86.63,4.8,267.4,172,30.1,11.26
1996,Iceland,50,50,0,1,,87.4,25.4,4.79,2.26,56.3,-1.71,147.9,85.03,3.7,268.9,173.5,30.9,11.49
1997,Iceland,50,50,0,1,,87.4,25.4,4.91,1.82,53.08,-0.14,148.3,84.39,3.9,270.9,175.1,31.2,11.52
1998,Iceland,50,50,0,1,,87.4,25.4,6.52,1.66,47.28,-0.65,152.61,85.59,2.8,273.8,177.7,31.6,11.54
1999,Iceland,50,50,0,1,8/5/1999,84.1,34.9,4.16,3.23,43.23,0.82,156.93,86.75,2,277.2,180.4,32,11.54
2000,Iceland,50,50,0,1,,84.1,34.9,4.72,5.14,40.45,1.23,160.54,87.42,2.3,281.2,183.1,32.5,11.56
2001,Iceland,50,50,0,1,,84.1,34.9,3.76,6.41,44.92,-0.98,163.25,87.47,2.3,285.05,186.02,33.05,11.59
2002,Iceland,50,50,0,1,,84.1,34.9,0.45,5.2,40.91,-2.81,162.54,86.24,3.3,287.56,187.85,33.48,11.64
2003,Iceland,50,50,0,1,10/5/2003,87.7,30.2,2.74,2.06,39.88,-3.13,162.74,85.64,3.3,289.27,189.6,33.94,11.73
2004,Iceland,52.46,47.54,0,1,,87.7,30.2,8.22,3.16,34.83,-0.33,161.44,83.64,3.1,292.59,192.61,34.29,11.72
2005,Iceland,58.33,41.67,0,1,,87.7,33.3,5.96,3.99,26.48,4.46,166.05,84.57,2.6,295.86,195.78,34.71,11.73
2006,Iceland,53.77,46.23,0,1,,87.7,33.3,4.21,6.69,32.07,5.87,175.08,85.72,2.9,304.33,203.71,35.26,11.59
2007,Iceland,50,19.59,30.41,2,12/5/2007,83.6,33.3,9.49,5.05,30.2,4.92,181.9,86.43,2.3,311.4,209.94,35.93,11.54
2008,Iceland,50,0,50,3,,83.6,33.3,1.48,12.65,70.92,-13.12,184.6,85.04,3,319.36,216.47,36.73,11.5
2009,Iceland,4.25,0,79.61,4,25/04/2009,85.1,42.9,-4.68,12.04,85.57,-9.7,181.1,84.08,7.2,319.25,215.12,37.56,11.77
2010,Iceland,0,0,88.86,5,,85.1,42.9,-3.59,5.4,90.93,-9.77,181.1,85.01,7.6,318.01,212.81,38.62,12.14
2011,Iceland,0,0,100,5,,85.1,39.7,1.99,4,97.55,-5.59,180.1,,7.1,319.01,212.83,39.75,12.46
2012,Iceland,0,0,100,5,,85.1,39.7,1.25,5.19,95.41,-3.74,180.1,,6,320.72,213.34,41,12.78
2013,Iceland,33.94,27.15,38.9,3,27/04/2013,81.5,39.7,4.39,3.87,87.33,-1.84,184.9,,5.4,323.76,214.77,42.36,13.08
2014,Iceland,55.54,44.46,0,1,,81.5,39.7,1.95,2.05,83.63,-0.06,187,,5,327.39,216.69,43.79,13.38
1960,Ireland,100,0,0,1,,71.3,3.4,,,55.71,-1.99,1118,68.11,5.7,2832.1,1641.5,315.1,11.13
1961,Ireland,100,0,0,1,4/10/1961,70.6,2.1,5.02,2.78,54.97,-2.63,1121.1,68.95,5.2,2818.3,1626,315.1,11.18
1962,Ireland,100,0,0,1,,70.6,2.1,3.22,4.23,55.21,-2.94,1114,68.26,5.1,2830.1,1632.1,316.5,11.18
1963,Ireland,100,0,0,1,,70.6,2.1,4.75,2.42,56.08,-2.95,1122,68.29,5.3,2850,1642.9,319,11.19
1964,Ireland,100,0,0,1,,70.6,2.1,3.79,6.76,53.48,-3.39,1124,68.11,5.2,2863.8,1650.3,320.5,11.19
1965,Ireland,100,0,0,1,7/4/1965,75.1,3.5,1.93,4.99,55.34,-3.53,1120,67.6,5,2875.8,1656.7,321.9,11.19
1966,Ireland,100,0,0,1,,75.1,3.5,0.89,3.01,59.18,-2.28,1132.1,68.17,5.1,2884,1660.6,323,11.2
1967,Ireland,100,0,0,1,,75.1,3.5,5.79,3.18,58.44,-2.72,1116,66.81,5.5,2899.7,1670.3,324.1,11.18
1968,Ireland,100,0,0,1,,75.1,2.1,8.24,4.75,55.46,-2.75,1123,66.93,5.8,2912.2,1677.9,324.9,11.16
1969,Ireland,100,0,0,1,16/06/1969,76.9,2.1,5.86,7.34,52.86,-3.44,1122,66.55,5.5,2925.2,1685.9,326,11.14
1970,Ireland,100,0,0,1,,76.9,2.1,2.66,8.25,51.74,-3.68,1118,65.76,6.3,2949.9,1700.2,328.5,11.14
1971,Ireland,100,0,0,1,,76.9,2.1,3.47,8.98,49.38,-3.54,1143.1,66.56,6,2978.2,1717.3,329.8,11.07
1972,Ireland,100,0,0,1,,76.9,2.1,6.49,8.64,46.28,-3.27,1121,64.13,6.7,3024.4,1748,333.6,11.03
1973,Ireland,19.73,55.19,25.09,2,28/02/1973,76.6,2.8,4.72,11.4,43.55,-3.88,1131,63.55,6.2,3073,1779.8,337.6,10.99
1974,Ireland,0,68.75,31.25,2,,76.6,2.8,4.26,17.07,53.97,-7.04,1143,63.03,5.8,3123.9,1813.3,341.7,10.94
1975,Ireland,0,68.75,31.25,2,,76.6,2.8,5.66,20.19,59.59,-11.19,1182.8,63.98,7.9,3177.2,1848.6,346,10.89
1976,Ireland,0,68.75,31.25,2,,76.6,2.8,1.4,17.91,63.93,-7.42,1169,62.11,9.8,3227.8,1882.1,350.2,10.85
1977,Ireland,49.32,34.85,15.84,2,16/06/1977,76.3,4.1,8.21,13.47,61.06,-6.51,1202.4,62.88,9.7,3271.9,1912.2,353.7,10.81
1978,Ireland,100,0,0,1,,76.3,4.1,7.19,7.71,62.98,-8.37,1209,62.28,9,3314,1941.1,356.9,10.77
1979,Ireland,100,0,0,1,,76.3,4.1,3.07,13.3,68.03,-10.14,1251,63.28,7.8,3368.2,1976.9,361.4,10.73
1980,Ireland,100,0,0,1,,76.3,4.1,3.08,18.15,69.47,-11.2,1247,62.32,8,3401,2001,364.8,10.73
1981,Ireland,49.32,33.79,13.52,2,11/6/1981,76.2,6,3.33,20.37,73.92,-12.26,1286,63.32,10.8,3443.4,2030.8,369,10.72
1982,Ireland,76.71,15.72,6.06,2,24/11/1982,72.8,7.8,2.28,17.15,79.55,-13.29,1296,62.89,12.5,3480,2060.8,373.8,10.74
1983,Ireland,0,70.59,23.53,2,,72.8,7.8,-0.24,10.45,92.94,-11.6,1321.4,63.42,13.9,3504,2083.7,377.3,10.77
1984,Ireland,0,70.59,23.53,2,,72.8,7.8,4.35,8.65,97.05,-9.54,1320.8,62.67,15.5,3529,2107.7,380.7,10.79
1985,Ireland,0,70.59,23.53,2,,72.8,7.8,3.09,5.4,99.98,-10.81,1331,62.7,16.8,3540,2122.9,382.8,10.81
1986,Ireland,0,70.59,23.53,2,,72.8,7.8,-0.43,3.83,111.1,-10.64,1331,62.44,16.8,3540.6,2131.5,384.4,10.86
1987,Ireland,81.37,13.15,4.38,2,17/02/1987,73.3,8.4,4.66,3.16,112.4,-8.58,1336.5,62.34,16.6,3546.5,2143.9,388.2,10.95
1988,Ireland,100,0,0,1,,73.3,8.4,5.22,2.13,107.14,-4.64,1327.7,61.93,16.2,3530.7,2143.7,393.2,11.14
1989,Ireland,100,0,0,1,15/06/1989,68.5,7.8,5.81,4.09,97.9,-2.65,1307.8,61.15,14.7,3509.5,2138.6,397.4,11.32
1990,Ireland,100,0,0,1,,68.5,7.8,8.47,3.32,93.24,-2.6,1331.9,61.91,13.4,3505.8,2151.3,400,11.41
1991,Ireland,100,0,0,1,,68.5,7.8,1.93,3.21,94.62,-2.71,1354.3,62.06,14.7,3525.7,2182.3,402.9,11.43
1992,Ireland,100,0,0,1,25/11/1992,68.5,12,3.34,3.07,91.62,-2.76,1371.6,61.84,15.4,3554.5,2217.9,405.8,11.42
1993,Ireland,61.21,0,38.79,3,,68.5,12,2.69,1.47,94.18,-2.55,1402.8,62.37,15.6,3574.1,2249.2,408,11.42
1994,Ireland,57.21,2.48,40.31,3,,68.5,12,5.76,2.31,88.73,-1.78,1432,62.85,14.3,3585.9,2278.6,408.6,11.39
1995,Ireland,0,53.33,46.67,3,,68.5,12,9.63,2.52,81.17,-2.14,1458.6,63.09,12.3,3601.3,2312.1,411.3,11.42
1996,Ireland,0,53.33,46.67,3,,68.5,12,9.7,1.75,72.78,-0.26,1507.4,64.07,11.7,3626.1,2352.8,413.9,11.41
1997,Ireland,51.78,25.72,22.5,2,6/6/1997,65.9,12,11.27,1.39,71.76,1.33,1539,64.07,9.9,3664.3,2402.1,416.3,11.36
1998,Ireland,100,0,0,1,,65.9,12,8.93,2.45,61.19,2.03,1634.4,66.79,7.5,3703.1,2447.1,420.2,11.35
1999,Ireland,100,0,0,1,,65.9,12,10.73,1.62,49.85,2.42,1709.5,68.68,5.7,3741.6,2489.1,421.9,11.28
2000,Ireland,100,0,0,1,,65.9,12,10.22,5.58,38.37,4.87,1766.2,69.62,4.3,3789.5,2536.8,424.7,11.21
2001,Ireland,100,0,0,1,,65.9,12,5.87,4.84,35.31,0.97,1808,69.81,3.9,3847.2,2589.8,429.8,11.17
2002,Ireland,100,0,0,1,17/05/2002,62.7,13.3,5.95,4.63,34.2,-0.32,1851.3,69.76,4.5,3917.2,2653.8,436,11.13
2003,Ireland,100,0,0,1,,62.7,13.3,3.85,3.5,33.03,0.42,1887.5,69.82,4.6,3979.9,2703.3,441.9,11.1
2004,Ireland,100,0,0,1,,62.7,13.3,4.43,2.18,31.58,1.33,1941,70.54,4.5,4045.2,2751.7,449.7,11.12
2005,Ireland,100,0,0,1,,62.7,13.3,6.35,2.42,31.9,1.61,2041.5,72.36,4.4,4133.8,2821.4,458.9,11.1
2006,Ireland,100,0,0,1,,62.7,13.3,6.32,3.96,28.16,2.81,2134.1,73.45,4.5,4232.9,2905.5,462.4,10.92
2007,Ireland,92.66,0,7.34,2,24/05/2007,67,13.3,5.53,4.92,28.1,0.27,2243.6,74.28,4.7,4375.8,3020.6,471,10.76
2008,Ireland,86.67,0,13.33,2,,67,13.3,-2.21,4.04,48.32,-6.98,2278.3,73.78,6.4,4485.1,3087.9,483.7,10.78
2009,Ireland,86.28,0,13.33,2,,67,13.9,-5.66,-4.48,68.79,-13.84,2248.9,72.59,12,4533.4,3098.1,498.9,11
2010,Ireland,80,0,13.33,2,,67,13.9,0.38,-0.94,85.72,-32.31,2198.7,71.34,13.9,4554.8,3081.9,515.1,11.31
2011,Ireland,17.13,54.43,28.09,2,25/02/2011,69.9,15.1,2.59,2.58,111.98,-12.56,2178.7,71.05,14.7,4574.9,3066.6,531.6,11.62
2012,Ireland,0,66.67,33.33,2,,69.9,15.1,0.14,1.69,132.38,-8.02,2159.1,70.99,14.7,4585.4,3041.3,549.4,11.98
2013,Ireland,0,66.67,33.33,2,,69.9,15.7,1.44,0.5,134.56,-5.68,2171,71.95,13.1,4593.1,3017.3,568.1,12.37
2014,Ireland,0,66.67,33.33,2,,69.9,15.7,5.21,0.2,126.54,-3.81,2156.1,71.69,11.3,4609.9,3007.4,586.6,12.72
1960,Italy,0,100,0,1,,93.7,4.2,,2.35,42.33,-0.84,22042,66.61,5.3,48967,33093,4673.8,9.54
1961,Italy,0,100,0,1,,93.7,4.2,8.21,2.05,41.88,-0.73,22039,66.21,4.9,49156,33288.8,4778.95,9.72
1962,Italy,0,89.25,10.75,2,,93.7,4.2,6.2,4.69,42.51,-0.93,21805,64.98,4.3,49563,33555.75,4887.45,9.86
1963,Italy,0,91.58,8.42,2,28/04/1963,92.9,4.6,5.61,7.45,44.94,-1.06,21352,63.12,3.7,49936,33829.6,4974.65,9.96
1964,Italy,0,65.38,34.62,3,,92.9,4.6,2.8,5.91,46.31,-0.73,21341,62.64,4,50439,34068,5074.6,10.06
1965,Italy,0,65.38,34.62,3,,92.9,4.6,3.27,4.52,48.99,-3.41,21073,61.52,5,50840,34255.3,5194.95,10.22
1966,Italy,0,65.38,34.62,3,,92.9,4.6,5.99,2.35,49.92,-3.36,20836,60.57,5.4,51227,34400.45,5320.9,10.39
1967,Italy,0,65.38,34.62,3,,92.9,4.6,7.18,3.73,51.17,-1.99,20967,60.77,5,51664,34501.45,5457.3,10.56
1968,Italy,0,81.53,18.47,2,19/05/1968,92.8,2.7,6.54,1.28,53.79,-2.48,21039,60.83,5.3,52042,34588.2,5583.7,10.73
1969,Italy,0,80.27,19.73,2,,92.8,2.7,6.1,2.66,54.17,-2.77,20857,60.17,5.3,52376,34665.7,5710.05,10.9
1970,Italy,0,73.46,26.54,2,,92.8,2.7,5.31,4.97,54.61,-3.13,20886,60.13,5.1,52771,34733.45,5862.95,11.11
1971,Italy,0,63.17,36.83,3,,92.8,2.7,1.93,4.79,58.83,-4.59,20881,60.01,5.1,53124,34795.95,6034.15,11.36
1972,Italy,7.94,77.27,14.79,2,7/5/1972,93.2,3.8,3.15,5.75,65.15,-6.65,20713,59.35,6,53499,35339,6199.61,11.59
1973,Italy,10.54,65.43,24.04,2,,93.2,3.8,6.55,10.8,69.63,-6.19,20879,59.6,5.9,53882,35551,6356.21,11.8
1974,Italy,0,66.43,33.57,3,,93.2,3.8,5.28,19.16,69.23,-6.07,21046,59.86,5,54390,35767,6518.05,11.98
1975,Italy,0,100,0,1,,93.2,3.8,-2.05,16.95,81.42,-10,21233,60.11,5.5,54764,35979,6678.17,12.19
1976,Italy,0,98.06,0,1,20/06/1976,93.4,7.5,6.53,16.61,81.2,-7.67,21553,60.69,6.2,55070,36195,6826.46,12.4
1977,Italy,0,95.45,0,1,,93.4,7.5,2.36,17.13,84.73,-6.77,21870,61.27,6.7,55266,35697.32,6976.38,12.62
1978,Italy,0,95.28,0,1,,93.4,7.5,3.65,12.09,89.83,-8.24,21950,61.15,6.7,55446,35898.2,7138.57,12.87
